CODIGO_ID	Fecha	MarcaMora_Tarjeta	ORIGEN_APROBACION	FORMA_PAGO	SALDO_TOTAL_TARJETA	CUPO_PROMEDIO_TARJETA	SALDO_UTILIZ_PROM_CLIENTE	CANTIDAD_TOTAL_AVANCES	ANTIGUEDAD_TARJETA_ANIOS	PROMEDIO_MENSUAL_CONSUMOS_LOCALES	MAXIMO_NUM_DIAS_VENCIDO	NUMERO_OPERACIONES_TITULAR	PROMEDIO_DIAS_SOBREGIRO_CC	PROMEDIO_MENSUAL_SALDO_CUENTA_PASIVO	MARCA_CUENTA_CORRIENTE	MARCA_CUENTA_AHORROS	RIESGO_CLIENTE_TOTAL_GFP	VALOR_DEPOSITO_A_PLAZO	SEGMENTO_RIESGO	SUCURSAL	EDAD	GENERO	INSTRUCCION	NUM_TC_SIST_FIM
1655	2018-02-01	0	Proactivo	No	17.62	800	217.91	0	6	57.99	4	2	0	0	No	No	17.62	0	A	QUITO	35	FEM	SEC	1
1656	2018-02-28	0	Proactivo	No	309.36	1133.3333	400.78	0	6	109.37	6	3	0	1933.9527	No	No	309.36	0	A	QUITO	46	MAS	SEC	0
1657	2018-02-10	0	Proactivo	No	32.12	1416.6666	668.6933	0	10	222.77	9	3	0	0	No	No	0	0	A	QUITO	47	MAS	SEC	0
1658	2018-02-24	0	Proactivo	No	306.68	3683.3333	1224.445	0	6	281.47	3	2	0	0	No	No	306.68	0	A	QUITO	35	MAS	SEC	5
1659	2018-02-26	0	Proactivo	No	1202.74	1333.3333	1201.6233	1	12	65.23	5	2	0	7.82	Si	Si	1111.44	0	A	GUAYAQUIL	28	MAS	SEC	4
1660	2018-02-10	0	Proactivo	No	2098.49	2500	526.1666	0	8	30.36	25	3	17	49.2795	No	No	2300.69	0	A	QUITO	31	MAS	SEC	5
1661	2018-02-22	0	Proactivo	No	8060.09	8533.3333	6105.75	0	10	558.19	1	1	0	0	No	No	7045.07	0	A	QUITO	49	FEM	SEC	4
1662	2018-02-07	0	Proactivo	No	541.15	700	575.5733	0	6	53.05	14	4	0	12.44	Si	Si	551.19	0	A	GUAYAQUIL	46	FEM	SEC	3
1663	2018-02-08	0	Proactivo	No	666.42	700	701.585	0	6	143.36	0	6	0	0	No	No	567.86	0	A	QUITO	28	MAS	SEC	2
1664	2018-02-18	0	Proactivo	No	682.84	900	260.665	0	10	187.38	29	1	0	0	No	No	297.56	0	A	QUITO	39	MAS	SEC	1
1665	2018-02-21	0	Proactivo	No	662.34	700	688.935	3	6	98.26	10	5	0	0	No	No	662.34	0	A	QUITO	37	MAS	SEC	5
1666	2018-02-18	0	Demanda	Si	2252.16	2600	1184.9183	0	6	20	8	8	8	-493.1774	No	No	39774.59	0	A	QUEVEDO	33	MAS	SEC	2
1667	2018-02-15	0	Demanda	No	38.92	960	67.085	0	6	0	0	1	0	903.5834	Si	Si	38.92	0	A	QUITO	29	MAS	SEC	3
1668	2018-02-17	0	Demanda	No	1592.28	5000	1376.3966	0	6	865.37	1	1	0	0.16	Si	Si	2156.32	5686.87	A	QUITO	47	MAS	SEC	2
1669	2018-02-02	0	Demanda	Si	1807.57	2000	1706.0683	0	6	85.12	14	6	0	0	No	No	1872.27	0	A	GUAYAQUIL	35	MAS	SEC	1
1670	2018-02-12	0	Demanda	Si	1790.73	1900	2240.5466	0	6	47.8	0	6	0	144.3003	Si	Si	1885.77	0	A	GUAYAQUIL	49	FEM	SEC	3
1671	2018-02-16	0	Demanda	No	1799.83	6000	1844.7366	0	6	140.28	8	2	0	1130.7731	Si	Si	10635.71	0	A	GUAYAQUIL	23	FEM	SEC	4
1672	2018-02-01	0	Proactivo	No	1117.78	3500	2449.0283	0	12	0	39	6	0	0	No	No	1117.78	0	A	QUITO	40	MAS	SEC	1
1673	2018-02-10	0	Demanda	Si	5490.79	5000	4560.755	0	6	184.68	0	4	8	1178.9024	Si	Si	5188.8	0	B	QUITO	39	FEM	SEC	3
1674	2018-02-06	0	Demanda	No	247.3	500	351.9866	0	6	32.38	51	2	2	169.7017	No	No	368.76	0	A	GUAYAQUIL	42	MAS	SEC	2
1675	2018-02-13	0	Demanda	No	309.8	500	480.1933	0	6	233.37	57	4	0	65.2853	Si	Si	488.26	0	A	GUAYAQUIL	39	FEM	SEC	0
1676	2018-02-18	0	Demanda	Si	404.36	4100	712.875	0	6	526.53	0	1	0	5855.8109	Si	Si	60.01	0	A	QUITO	24	FEM	SEC	3
1677	2018-02-27	0	Demanda	No	1747.05	1900	372.12	0	6	95.12	20	3	0	1874.3975	No	No	1747.05	0	A	QUITO	24	MAS	SEC	2
1678	2018-02-06	0	Demanda	No	883.47	4950	1012.3483	0	6	773.09	0	2	0	3772.5941	No	No	23790.87	0	A	GUAYAQUIL	30	MAS	SEC	4
1679	2018-02-17	0	Demanda	No	500	500	374.1983	0	6	0	19	2	0	472.0671	Si	Si	500	0	A	QUITO	48	MAS	SEC	3
1680	2018-02-05	0	Demanda	Si	2572.29	11100	2922.1583	0	5	640.79	4	2	1	9690.8895	No	No	36619.5	0	A	CUENCA	42	MAS	SEC	2
1681	2018-02-18	0	Demanda	No	3156.96	4000	2054.5716	0	6	426.77	30	5	30	-571.1908	Si	Si	5398.86	0	B	QUITO	48	FEM	SEC	1
1682	2018-02-22	0	Demanda	No	912.84	3483.3333	394.7033	0	6	640.63	0	1	0	1002.696	Si	Si	1061.81	3568.38	A	QUITO	30	FEM	SEC	5
1683	2018-02-16	0	Demanda	No	39.95	1400	473.96	0	6	222.3	17	6	0	48.8804	Si	Si	39.95	0	B	QUITO	40	FEM	SEC	5
1684	2018-02-10	0	Demanda	Si	1575.99	5000	2727.145	0	6	0	30	3	0	9.99	Si	Si	1575.99	0	A	QUITO	36	MAS	SEC	2
1685	2018-02-02	0	Demanda	Si	514.78	1600	521.1216	0	6	141.43	0	2	0	1.76	Si	Si	514.78	0	A	QUITO	38	MAS	SEC	4
1686	2018-02-17	0	Demanda	No	884.42	1200	1326.5566	0	6	54.6	0	2	0	0.32	Si	Si	884.42	0	A	QUITO	49	FEM	SEC	4
1687	2018-02-15	1	Demanda	Si	598.39	700	630.87	0	6	16.49	28	3	0	8.4818	Si	Si	573.77	0	E	QUITO	36	MAS	PRI	2
1688	2018-02-13	0	Demanda	Si	388.46	400	305.375	3	6	22.59	1	1	0	132.8251	Si	Si	206.32	4000	A	QUITO	31	FEM	SEC	1
1689	2018-02-23	0	Demanda	No	3828.17	3683.3333	3753.925	0	6	442.11	0	3	0	229.5846	Si	Si	3828.17	0	A	QUITO	43	MAS	SEC	1
1690	2018-02-09	0	Demanda	No	742.3	3800	1538.5666	0	6	0	21	3	0	1.34	Si	Si	9256.93	0	E	QUITO	23	MAS	PRI	4
1691	2018-02-23	0	Demanda	Si	815.35	900	643.7866	0	6	41	0	1	0	153.6021	Si	Si	815.35	0	A	QUITO	28	FEM	SEC	0
1692	2018-02-06	0	Demanda	Si	343.24	1700	1654.33	0	6	0	24	4	0	1.06	Si	Si	343.24	0	A	GUAYAQUIL	33	MAS	SEC	3
1693	2018-02-13	0	Proactivo	Si	50.34	600	133.3366	0	6	35.94	17	2	0	129.5952	Si	Si	77.63	0	A	QUITO	37	FEM	SEC	1
1694	2018-02-16	0	Proactivo	No	1670.95	3300	2906.88	0	10	772.88	16	2	0	1282.9691	Si	Si	1670.95	0	B	QUITO	24	MAS	SEC	2
1695	2018-02-11	0	Proactivo	Si	178.88	400	384.0183	0	6	0	10	2	0	160.5803	Si	Si	157.49	0	A	QUITO	49	MAS	SEC	2
1696	2018-02-28	0	Proactivo	No	1008.29	1816.6666	494.8883	0	10	189.55	6	1	0	3412.7147	Si	Si	1008.29	0	A	QUITO	28	FEM	SEC	1
1697	2018-02-03	0	Proactivo	Si	149.26	300	236.26	0	6	0	43	4	0	50.0964	Si	Si	144.34	0	E	QUITO	38	MAS	PRI	3
1698	2018-02-26	0	Proactivo	No	588.61	1983.3333	687.1533	1	10	265.13	1	2	0	0	No	No	711.52	0	A	QUITO	46	FEM	SEC	1
1699	2018-02-08	0	Proactivo	Si	1193.81	1300	1389.8266	0	6	0	36	3	0	144.3298	Si	Si	1179.83	0	A	GUAYAQUIL	37	FEM	SEC	2
1700	2018-02-03	0	Proactivo	Si	486.88	600	209.58	0	6	0	0	2	0	1563.3662	Si	Si	486.88	0	A	QUITO	25	MAS	SEC	3
1701	2018-02-21	0	Proactivo	Si	1361.22	1333.3333	1017.24	0	10	0	10	4	0	290.231	Si	Si	1361.22	0	A	QUITO	32	FEM	SEC	2
1702	2018-02-26	0	Proactivo	Si	497.55	500	317.025	0	6	0	0	1	0	67.0953	Si	Si	497.55	0	A	QUITO	23	FEM	SEC	3
1703	2018-02-04	0	Proactivo	No	4410.07	5100	4304.505	0	10	269.26	7	1	0	0	No	No	3908.17	0	A	QUITO	23	MAS	SEC	2
1704	2018-02-10	0	Proactivo	Si	445.69	500	433.4133	0	6	20	0	3	0	120.73	Si	Si	445.69	0	A	QUITO	32	MAS	SEC	5
1705	2018-02-21	0	Proactivo	Si	709.22	800	767.5633	0	6	0	0	3	0	80.5474	Si	Si	709.22	0	A	QUITO	41	FEM	SEC	3
1706	2018-02-05	0	Proactivo	No	4707.94	10000	4268.935	0	10	7405.89	1	4	0	3443.1291	Si	Si	4249.37	11764.47	A	QUITO	43	MAS	SEC	3
1707	2018-02-14	0	Proactivo	No	212.48	900	528.4016	0	6	31.67	0	2	0	103.2854	Si	Si	143.65	0	A	QUITO	42	MAS	SEC	2
1708	2018-02-07	0	Proactivo	Si	334.04	633.3333	591.71	0	6	32.42	23	6	0	66.0214	Si	Si	334.04	0	A	QUITO	49	FEM	SEC	2
1709	2018-02-20	0	Proactivo	Si	599.53	600	616.5533	5	6	0	10	2	0	41.475	Si	Si	599.53	0	B	QUITO	50	MAS	SEC	4
1710	2018-02-03	0	Proactivo	No	260.77	458.3333	237.3066	0	6	0	38	3	0	118.3758	Si	Si	260.77	0	A	QUITO	40	FEM	SEC	5
1711	2018-02-18	0	Proactivo	Si	942.79	1000	732.265	5	6	235.09	3	3	0	119.6779	Si	Si	982.79	0	A	QUITO	24	FEM	SEC	4
1712	2018-02-13	0	Proactivo	Si	269.13	950	227.1466	0	6	77.69	0	1	0	231.1738	Si	Si	204.24	0	A	QUITO	46	MAS	SEC	5
1713	2018-02-20	0	Proactivo	Si	451.63	500	490.48	4	6	0	16	2	0	328.9391	Si	Si	451.63	0	A	QUITO	40	FEM	SEC	2
1714	2018-02-27	0	Proactivo	Si	788.23	1000	481.12	0	6	0	0	1	0	454.4254	Si	Si	788.23	0	A	QUITO	45	FEM	SEC	4
1715	2018-02-19	0	Proactivo	Si	503	1350	655.1433	0	6	78.96	0	1	0	504.3412	Si	Si	503	0	A	QUITO	24	MAS	SEC	4
1716	2018-02-19	0	Demanda	Si	3522.18	5000	1525.14	0	6	540.49	0	3	0	973.6599	No	No	2619.84	0	A	IBARRA	34	FEM	SEC	2
1717	2018-02-16	0	Demanda	No	814.01	950	814.2733	0	6	0	51	5	0	133.3711	Si	Si	814.01	0	B	QUITO	37	FEM	SEC	4
1718	2018-02-19	0	Demanda	No	315.19	500	340.975	0	6	16.61	14	1	0	2037.984	Si	Si	282.07	0	A	GUAYAQUIL	38	MAS	SEC	4
1719	2018-02-09	0	Demanda	No	438.34	700	326.3816	0	6	132.6	0	2	0	74.4492	Si	Si	438.34	0	A	IBARRA	34	FEM	SEC	2
1720	2018-02-08	0	Demanda	Si	354.83	666.6666	420.18	0	6	35.14	17	6	1	2018.521	Si	Si	7921.47	0	A	GUAYAQUIL	25	MAS	SEC	3
1721	2018-02-09	0	Demanda	Si	2133.31	4000	2001.48	0	6	153.46	0	5	0	4358.3537	Si	Si	2133.31	0	A	GUAYAQUIL	36	MAS	SEC	1
1722	2018-02-16	0	Demanda	Si	2363.97	6700	3511.18	0	6	72.28	0	1	1	904.7861	No	No	1229.04	0	A	GUAYAQUIL	32	MAS	SEC	3
1723	2018-02-03	0	Demanda	No	269.18	400	354.4566	4	6	81.35	35	3	0	84.6377	Si	Si	194.27	0	B	QUITO	24	FEM	SEC	2
1724	2018-02-15	0	Demanda	Si	509.07	500	368.945	0	6	282.53	22	2	0	296.4298	Si	Si	519.12	0	A	QUITO	32	FEM	SEC	1
1725	2018-02-18	0	Demanda	Si	500	666.6666	562.8283	0	6	72.01	0	1	0	9918.9022	Si	Si	573.47	0	A	QUITO	39	MAS	SEC	4
1726	2018-02-14	0	Demanda	Si	119.72	2283.3333	673.4866	0	5	195.93	0	2	0	1560.783	Si	Si	119.72	0	A	QUITO	47	MAS	SEC	5
1727	2018-02-10	0	Demanda	Si	536.76	600	560.7866	0	6	90.75	0	5	0	238.2173	No	No	536.76	0	B	GUAYAQUIL	28	FEM	SEC	5
1728	2018-02-22	0	Demanda	No	814.67	900	739.315	4	6	0	16	1	0	93.5527	Si	Si	874.15	0	A	CUENCA	28	MAS	SEC	3
1729	2018-02-22	0	Demanda	No	1200.76	2733.3333	1027.1366	0	6	0	2	4	0	721.4184	No	No	2383.02	0	A	CUENCA	46	MAS	SEC	1
1730	2018-02-08	0	Demanda	No	691.76	700	673.6816	6	6	4	34	3	0	3.4114	Si	Si	691.76	0	E	QUITO	41	FEM	PRI	0
1731	2018-02-13	0	Demanda	Si	3237.97	3000	3193.4833	0	6	260.49	0	7	6	1544.6409	No	No	3237.97	0	A	GUAYAQUIL	26	MAS	SEC	2
1732	2018-02-25	0	Demanda	No	1366.53	2500	724.8983	0	6	0	20	3	3	15579.0891	Si	Si	17249.87	0	A	GUAYAQUIL	47	MAS	SEC	5
1733	2018-02-02	0	Demanda	No	252.75	300	257.39	0	6	0	9	2	0	113.8296	Si	Si	252.75	0	A	GUAYAQUIL	24	FEM	SEC	3
1734	2018-02-10	1	Demanda	Si	1945.51	2000	1467.005	0	6	621.95	7	4	0	1246.5671	Si	Si	1834.98	0	A	GUAYAQUIL	45	FEM	SEC	1
1735	2018-02-16	0	Demanda	Si	2603.97	2900	2796.9133	0	6	23.05	27	3	0	174.5638	No	No	2460.75	0	A	QUITO	23	MAS	SEC	5
1736	2018-02-14	0	Demanda	No	1538.81	2916.6666	889.1283	0	6	785.86	9	3	0	697.821	No	No	2589.79	0	A	AMBATO	28	FEM	SEC	5
1737	2018-02-11	0	Proactivo	No	1953.87	2900	2597.6816	0	10	323.88	20	6	0	0	No	No	1489.55	0	A	QUITO	26	FEM	SEC	3
1738	2018-02-12	0	Demanda	No	1292.07	1500	629.63	0	6	0	0	4	0	1017.6669	No	No	1292.07	0	A	GUAYAQUIL	28	MAS	SEC	0
1739	2018-02-26	0	Proactivo	No	76.93	766.6666	229.39	0	6	47.23	17	2	0	0	No	No	76.93	0	A	GUAYAQUIL	23	MAS	SEC	4
1740	2018-02-14	0	Proactivo	No	634.31	1300	777.7716	0	10	91.79	27	6	0	0	No	No	634.31	0	B	QUITO	44	MAS	SEC	1
1741	2018-02-16	0	Proactivo	No	491.1	600	488.0383	0	10	536.87	0	2	0	0	No	No	431.9	0	E	QUITO	45	MAS	PRI	3
1742	2018-02-01	0	Proactivo	No	1128.53	2600	772.785	0	10	260.44	0	4	0	1542.129	Si	Si	992.77	0	A	QUITO	36	FEM	SEC	2
1743	2018-02-16	0	Proactivo	No	326	1333.3333	338.495	0	6	240.38	8	2	0	802.7506	Si	Si	450.24	0	A	QUITO	36	MAS	SEC	3
1744	2018-02-02	0	Proactivo	No	97.68	30000	159.4883	0	12	52.72	5	2	0	285848.0527	Si	Si	358.45	0	A	QUITO	33	MAS	SEC	2
1745	2018-02-09	0	Proactivo	No	332.27	666.6666	523.28	0	6	0	53	1	0	0	No	No	332.27	0	A	QUITO	44	FEM	SEC	5
1746	2018-02-26	0	Demanda	Si	5317.44	7466.6666	6536.8966	5	6	958.62	0	2	7	4687.0378	Si	Si	18969.43	0	A	AMBATO	48	MAS	SEC	0
1747	2018-02-02	0	Demanda	Si	600.08	466.6666	399.85	0	6	104.58	23	1	0	375.6444	Si	Si	600.08	0	A	GUAYAQUIL	36	MAS	SEC	0
1748	2018-02-08	0	Demanda	No	215.8	500	88.5233	0	5	18.9	7	2	0	8.32	Si	Si	71.75	0	A	GUAYAQUIL	35	FEM	SEC	3
1749	2018-02-02	0	Demanda	Si	4527.82	14000	6855.5533	0	6	412.43	0	2	1	61310.9712	Si	Si	3445.83	0	A	QUITO	30	FEM	SEC	5
1750	2018-02-03	0	Demanda	Si	857.93	10000	635.085	0	6	195.1	0	3	0	14895.7385	No	No	869.73	0	A	GUAYAQUIL	31	FEM	SEC	4
1751	2018-02-19	0	Demanda	Si	3082.25	3033.3333	2681.005	0	6	262.75	17	3	0	4.8109	No	No	3012.16	0	C	GUAYAQUIL	33	FEM	SEC	2
1752	2018-02-16	0	Demanda	Si	711.2	850	416.8583	1	6	46.16	7	5	0	75.3728	No	No	711.2	0	A	GUAYAQUIL	24	FEM	SEC	1
1753	2018-02-28	0	Demanda	No	372.63	483.3333	380.3816	0	6	212.02	16	2	0	84.0609	Si	Si	327.48	0	A	GUAYAQUIL	40	FEM	SEC	5
1754	2018-02-20	0	Demanda	Si	3443.88	3100	2992.3533	0	6	108.63	28	3	11	675.1223	No	No	15983.59	0	A	MANTA	43	FEM	SEC	2
1755	2018-02-08	0	Demanda	No	6159.05	10000	1103.6266	0	6	379.63	28	4	0	13757.6096	No	No	6159.05	0	A	QUITO	29	FEM	SEC	0
1756	2018-02-08	0	Proactivo	Si	292.18	1300	253.925	0	6	0	23	2	0	1156.7826	Si	Si	292.18	0	A	GUAYAQUIL	24	FEM	SEC	4
1757	2018-02-25	0	Proactivo	Si	857.41	1100	744.1366	0	6	0	0	3	0	154.6071	Si	Si	857.41	0	A	QUITO	43	MAS	SEC	2
1758	2018-02-06	0	Proactivo	No	1109.55	1200	1103.7933	0	6	343.54	0	3	0	472.9388	Si	Si	1160.67	0	A	QUITO	38	FEM	SEC	1
1759	2018-02-20	0	Proactivo	No	4747.81	7183.3333	2254.2316	0	10	358.21	0	1	0	0	No	No	4215.74	0	A	QUITO	46	MAS	SEC	5
1760	2018-02-24	0	Proactivo	No	5188.09	6233.3333	2457.815	0	10	538.59	0	6	0	913.7301	Si	Si	4816.91	0	A	QUITO	25	FEM	SEC	0
1761	2018-02-10	0	Proactivo	Si	515.28	700	526.9333	0	6	0	23	5	0	0	No	No	533.41	0	A	GUAYAQUIL	29	FEM	SEC	0
1762	2018-02-18	0	Proactivo	Si	2043.52	1966.6666	737.45	5	6	391.87	15	4	0	134.582	Si	Si	1696.12	0	A	QUITO	27	MAS	SEC	4
1763	2018-02-28	0	Proactivo	Si	1346.45	1466.6666	1209.58	0	6	65.28	0	1	0	622.1493	Si	Si	1346.45	0	A	QUITO	26	MAS	SEC	2
1764	2018-02-05	0	Proactivo	Si	1475.2	1300	1163.385	1	6	248.33	4	3	0	354.4698	Si	Si	1420.04	0	A	QUITO	32	MAS	SEC	5
1765	2018-02-05	0	Proactivo	Si	424.3	1700	643.0433	0	6	67.52	0	2	0	203.1912	Si	Si	424.3	0	A	GUAYAQUIL	38	FEM	SEC	3
1766	2018-02-27	0	Proactivo	No	716.97	10000	5890.2333	0	10	673.68	9	4	0	13361.2114	No	No	628.89	0	A	QUITO	28	MAS	SEC	4
1767	2018-02-27	0	Proactivo	Si	263.66	400	146.7633	0	6	0	0	1	0	194.9884	Si	Si	263.66	0	A	QUITO	47	MAS	SEC	1
1768	2018-02-25	0	Proactivo	Si	447.42	900	845.9616	11	6	105.79	0	4	0	65.7056	Si	Si	547.42	0	A	QUITO	47	MAS	SEC	4
1769	2018-02-05	0	Proactivo	Si	656.2	900	334.66	0	6	69.24	17	4	0	148.4554	Si	Si	656.2	0	A	QUITO	50	FEM	SEC	5
1770	2018-02-05	0	Proactivo	Si	550.62	500	426.2833	0	6	18.52	0	4	0	65.8147	Si	Si	467.46	0	A	QUITO	47	MAS	SEC	4
1771	2018-02-10	0	Proactivo	Si	901.49	1333.3333	500.98	0	6	293.4	46	4	0	41.4374	Si	Si	901.49	0	A	QUITO	27	FEM	SEC	3
1772	2018-02-07	0	Proactivo	Si	159.78	500	275.565	0	6	18.11	20	3	0	117.795	Si	Si	159.78	0	A	QUITO	36	MAS	SEC	4
1773	2018-02-14	0	Proactivo	Si	34.77	300	152.8733	0	6	16.26	44	1	0	313.7668	Si	Si	34.77	0	A	GUAYAQUIL	40	MAS	SEC	2
1774	2018-02-20	0	Proactivo	Si	616.13	833.3333	757.4716	0	6	0	59	3	0	32.953	Si	Si	560.41	0	D	QUITO	46	MAS	PRI	3
1775	2018-02-21	0	Proactivo	Si	222.39	600	233.3466	0	6	0	25	1	0	41.4028	Si	Si	222.39	0	A	QUITO	30	MAS	SEC	5
1776	2018-02-20	0	Proactivo	Si	245.03	900	695.1616	0	6	23.72	0	2	0	650.8368	Si	Si	272.02	0	A	QUITO	28	MAS	SEC	3
1777	2018-02-15	0	Proactivo	No	895.56	800	805.505	0	8	63.52	8	6	0	0	No	No	938.5	0	A	GUAYAQUIL	42	MAS	SEC	1
1778	2018-02-28	0	Proactivo	Si	943	1000	756.295	0	6	0	0	3	0	347.3765	Si	Si	848.94	0	A	QUITO	45	FEM	SEC	3
1779	2018-02-21	0	Proactivo	Si	497.87	600	434.85	1	6	17.99	44	1	3	192.3756	No	No	497.87	0	A	QUITO	44	FEM	SEC	2
1780	2018-02-21	0	Proactivo	No	1617.8	2200	2076.5166	0	8	80.46	1	5	1	68.2574	Si	Si	1528.82	0	A	GUAYAQUIL	48	MAS	SEC	4
1781	2018-02-04	0	Proactivo	Si	85.73	700	499.4516	0	6	70.17	36	1	0	989.4407	Si	Si	85.73	0	A	QUITO	28	MAS	SEC	5
1782	2018-02-19	0	Proactivo	No	851.84	1050	795.525	0	6	115.19	1	1	0	105.8118	Si	Si	851.84	0	A	QUITO	44	MAS	SEC	4
1783	2018-02-06	0	Proactivo	Si	196.17	525	442.1333	0	6	0	36	3	0	78.6356	Si	Si	446.17	0	B	QUITO	31	MAS	SEC	5
1784	2018-02-01	0	Proactivo	Si	215.03	1300	445.5733	3	6	115.67	0	1	0	180.6661	Si	Si	315.03	0	A	QUITO	27	MAS	SEC	3
1785	2018-02-23	0	Proactivo	No	135.3	1066.6666	77.295	0	6	100.51	28	1	0	6944.4413	Si	Si	135.3	0	A	QUITO	32	MAS	SEC	1
1786	2018-02-24	0	Proactivo	Si	304.03	6300	1828.755	0	12	670.42	3	3	0	0	No	No	295.05	0	A	QUITO	41	FEM	SEC	3
1787	2018-02-27	0	Proactivo	No	1382.23	1500	1507.945	0	6	498.84	0	3	0	377.1416	Si	Si	1416.56	0	A	QUITO	39	MAS	SEC	4
1788	2018-02-16	0	Proactivo	Si	572.81	1133.3333	727.315	0	6	0	0	1	0	1818.3828	Si	Si	572.81	0	A	QUITO	28	MAS	SEC	4
1789	2018-02-19	0	Proactivo	Si	773.45	950	421.635	0	6	0	2	3	0	0	No	No	755.83	0	A	GUAYAQUIL	24	MAS	SEC	0
1790	2018-02-07	0	Proactivo	Si	329.6	2600	299.3933	0	10	296.69	0	3	0	3286.3386	No	No	273.23	64515.47	A	QUITO	44	MAS	SEC	3
1791	2018-02-03	0	Proactivo	No	615.48	1900	967.0933	0	10	46.98	2	2	0	0	No	No	665.02	0	A	GUAYAQUIL	28	FEM	SEC	3
1792	2018-02-28	0	Proactivo	Si	678.96	766.6666	635.1066	6	6	0	27	5	0	132.3255	Si	Si	641.62	0	A	QUITO	42	FEM	SEC	3
1793	2018-02-10	0	Proactivo	Si	841.23	1200	529.8266	0	6	69.36	59	3	0	46.0941	Si	Si	596.68	0	A	QUITO	38	MAS	SEC	1
1794	2018-02-11	0	Proactivo	Si	451.94	500	324.6483	1	6	0	28	4	0	84.4714	Si	Si	451.94	0	A	GUAYAQUIL	32	MAS	SEC	5
1795	2018-02-19	0	Proactivo	Si	278.39	700	396.6466	0	6	0	0	2	0	428.5413	Si	Si	262.34	0	D	QUITO	41	MAS	PRI	5
1796	2018-02-12	0	Proactivo	Si	1147.53	1416.6666	1198.695	30	6	804.51	0	4	0	225.0152	Si	Si	1181.4	0	A	QUITO	50	MAS	SEC	3
1797	2018-02-27	0	Proactivo	Si	1251.17	3000	91.185	0	6	0	0	2	0	1534.9246	Si	Si	843.42	0	A	QUITO	26	MAS	SEC	1
1798	2018-02-20	0	Proactivo	Si	978.24	2400	514.5866	0	6	192.43	0	5	0	125.8196	Si	Si	840.37	0	A	QUITO	50	MAS	SEC	2
1799	2018-02-19	0	Proactivo	Si	675.19	1600	509.615	0	6	34.72	0	2	0	197.6762	Si	Si	675.19	0	A	QUITO	38	FEM	SEC	2
1800	2018-02-03	0	Demanda	No	4778.83	7700	4812.5883	0	6	2223.07	5	3	0	7491.8909	Si	Si	133807.63	0	A	GUAYAQUIL	32	MAS	SEC	5
1801	2018-02-18	0	Demanda	Si	163.25	800	360.8116	0	6	0	0	3	0	1831.3649	Si	Si	163.25	0	A	GUAYAQUIL	31	MAS	SEC	2
1802	2018-02-21	0	Proactivo	Si	296.97	300	308.4233	0	6	31.31	0	3	0	150.5832	Si	Si	198.92	0	E	GUAYAQUIL	28	FEM	PRI	3
1803	2018-02-08	0	Demanda	Si	1229.07	1400	622.3333	0	6	0	0	1	0	193.5861	Si	Si	1229.07	0	A	QUITO	42	FEM	SEC	4
1804	2018-02-08	0	Demanda	No	803.2	6000	2289.435	0	6	277.73	0	2	0	9189.7819	Si	Si	1015.3	21755.34	A	QUITO	27	FEM	SEC	4
1805	2018-02-28	0	Demanda	Si	300	600	173.96	0	6	0	0	4	0	39.5382	Si	Si	300	0	A	GUAYAQUIL	48	MAS	SEC	5
1806	2018-02-16	0	Demanda	No	1909	3000	1118.7733	0	6	0	25	1	0	80.3355	Si	Si	2076.65	0	A	GUAYAQUIL	50	FEM	SEC	4
1807	2018-02-11	0	Demanda	Si	13.1	1050	453.1733	0	6	78.58	0	1	0	343.7425	Si	Si	13.1	0	A	RIOBAMBA	39	MAS	SEC	2
1808	2018-02-06	0	Demanda	Si	1454.16	1400	1179.745	1	6	123.23	0	6	13	385.6418	No	No	1454.16	0	A	GUAYAQUIL	45	MAS	SEC	1
1809	2018-02-19	0	Demanda	Si	3748.04	3383.3333	1610.3416	25	6	45.87	0	3	0	618.4663	No	No	3324.14	0	A	GUAYAQUIL	30	FEM	SEC	5
1810	2018-02-10	0	Demanda	No	4122.79	4200	3760.1583	1	6	50.91	52	7	0	0	Si	Si	4122.79	0	E	QUITO	38	FEM	PRI	1
1811	2018-02-01	0	Demanda	No	3432.84	3300	2019.49	0	6	0	5	7	0	17.756	No	No	5103.41	0	A	GUAYAQUIL	34	MAS	SEC	5
1812	2018-02-24	0	Demanda	Si	385.52	500	485.9866	3	6	0	0	2	0	490.6655	Si	Si	385.52	0	A	QUITO	49	FEM	SEC	3
1813	2018-02-08	0	Demanda	No	1255.38	1100	819.4633	0	6	18.46	16	3	0	791.5352	Si	Si	1255.38	0	A	QUITO	46	MAS	SEC	2
1814	2018-02-22	0	Demanda	Si	3071.46	3116.6666	2257.145	0	6	164.48	0	4	0	57.9152	No	No	3071.46	0	A	MANTA	27	MAS	SEC	2
1815	2018-02-06	0	Demanda	Si	4334.33	5000	1680.8366	0	6	597.2	12	2	0	523.3056	Si	Si	3734.13	0	C	QUITO	49	FEM	SEC	4
1816	2018-02-26	0	Demanda	Si	145.01	866.6666	344.4	0	6	38.52	17	4	0	196.9092	No	No	145.01	0	A	GUAYAQUIL	31	MAS	SEC	1
1817	2018-02-08	0	Demanda	No	1134.98	2600	1833.585	1	6	0	20	4	17	84854.1371	Si	Si	2372.91	0	B	QUITO	38	MAS	SEC	2
